id,painting_unique_id,featured_story_image,featured_manuscript_image,recension_id,total_manuscripts_with_this_story_id_illustrated,total_story_id_paintings,total_manuscript_paintings,manuscript_link,image_link,non_iiif_image_link,painting_number,painting_folio,painting_scan,number_of_episodes,episode_number,episode_location_on_page,episode_description,episode_keywords_objects,episode_keywords_agents,episode_keywords_activities,episode_keywords_concepts,episode_caption,episode_notes,painting_same_date_as_manuscript,painting_research_note,painting_sort_order_number,paintings_manuscript_detail_order,manuscript.manuscript,manuscript.manuscript_full_name,manuscript.link_to_digital_copy,canonical_story_id.canonical_story_id
887,902,FALSE,TRUE,,58,59,3,https://www.vhmml.org/readingRoom/view/204876,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+3051/EMML_3051-007.jpg,1,2r,7,1,1,top-right,Crucifixion: Mary at the cross,cross; nail; stars; spear; hat; tears; crown; thorns,Mary; Jesus Christ; John,,,Icon of the Crucifixion; Saint John,,,,2000,2,EMML (HMML) 3051,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 3051",https://www.vhmml.org/readingRoom/view/204876,7027
888,903,FALSE,TRUE,,225,227,1,https://betamasaheft.eu/manuscripts/ESqqm004/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+QQM-004/ESP+(UH)+QQM-004_134b.jpg,1,134r,134b,1,1,full,Motherhood: Madonna and child,throne; sword,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,1000,1,ESP (UH) QQM-004,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. QQM-004",https://betamasaheft.eu/manuscripts/ESqqm004/viewer,7011
889,904,FALSE,,,225,227,4,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f008v,,,1,8v,,1,1,full,Motherhood: Madonna and child,crown; plant; flower; book; necklace; hand cross; head covering,Mary; Jesus Christ; Michael; Gabriel; angel; patron,,,,,,,3000,1,BOr (BL) 634,"British Library, ""Orient"" Collection, Manuscript No. 634",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f001r,7011
890,905,FALSE,,,6,6,4,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f009r,,,1,9r,,1,1,full,Childhood: Bringing Mary to temple (related to ID 316D),temple; walking stick; dove; bird; head covering; crown; sword; necklace,Mary; Hanna; Joachim; Zachariah; priest; patron,,,,,,,3000,2,BOr (BL) 634,"British Library, ""Orient"" Collection, Manuscript No. 634",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f001r,7004
891,906,FALSE,,,225,227,4,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f010r,,,1,10r,,1,1,full,Motherhood: Madonna and child,jewelry; couch; rug; curtain; handkerchief; book,Mary; Jesus Christ; Michael; Gabriel; angel; patron,,,,,,,3000,3,BOr (BL) 634,"British Library, ""Orient"" Collection, Manuscript No. 634",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f001r,7011
892,907,FALSE,TRUE,,30,31,4,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f010v,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+634/BOr634_f010v.jpg,1,10v,,1,1,full,Annunciation: St Gabriel appears to Mary sewing or spinning,temple; bird; dove; heavenly clouds; plant; flower; book; manuscript; book stand; hand cross; head covering,Mary; Gabriel; angel; patron; Holy Spirit,,,,,,,1001,4,BOr (BL) 634,"British Library, ""Orient"" Collection, Manuscript No. 634",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_634_f001r,7008
893,908,FALSE,,,225,227,2,https://w3id.org/vhmml/readingRoom/view/501237,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00319/EMDA+00319_004a.jpg,1,,4a,1,1,full,Motherhood: Madonna and child,couch; handkerchief; book; sword,Mary; Jesus Christ; Michael; Gabriel; angel,,,Michael; Gabriel; Mary,,,,1100,1,EMDA (HMML) 319,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 319",https://w3id.org/vhmml/readingRoom/view/501237,7011
894,909,FALSE,TRUE,,225,227,2,https://w3id.org/vhmml/readingRoom/view/501237,,https://ethiopic-manuscripts.s3.amazonaws.com/EMDA/EMDA+00319/EMDA+00319_014b.jpg,1,,14b,1,1,full,Motherhood: Madonna and child,couch; curtain; handkerchief; book; hand cross,Mary; Jesus Christ; Michael; Gabriel; angel; patron,,,,,,,1100,2,EMDA (HMML) 319,"Ethiopian Manuscript Digital Archive, HMML Project ID EMDA, Manuscript No. 319",https://w3id.org/vhmml/readingRoom/view/501237,7011
895,910,FALSE,,,225,227,4,https://betamasaheft.eu/manuscripts/EMIP00601/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+601/EMIP601_3b.jpeg,1,iv r,3b,1,1,full,Motherhood: Madonna and child,couch; curtain; handkerchief; book; sword,Mary; Jesus Christ; Michael; Gabriel; angel,,,,,,,1100,1,EMIP (EMIP) 601,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 601",https://betamasaheft.eu/manuscripts/EMIP00601/viewer,7011
896,911,FALSE,TRUE,,13,13,4,https://betamasaheft.eu/manuscripts/EMIP00601/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+601/EMIP601_6a.jpeg,1,vi v,6a,1,1,full,Ascension: Mary Enthroned,rug; handkerchief; crown; bird; dove,Mary; Jesus Christ; God; Holy Spirit,,,,,,,1100,2,EMIP (EMIP) 601,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 601",https://betamasaheft.eu/manuscripts/EMIP00601/viewer,7037
897,912,FALSE,,,20,20,4,https://betamasaheft.eu/manuscripts/EMIP00601/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+601/EMIP301_64a.jpeg,1,58v,64a,1,1,full,Ascension: Mary surrounded by angels and the apostles,heavenly clouds; handkerchief,Mary; Jesus Christ; angel,,,,,,,1100,4,EMIP (EMIP) 601,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 601",https://betamasaheft.eu/manuscripts/EMIP00601/viewer,7036
898,913,FALSE,TRUE,,225,227,1,https://w3id.org/vhmml/readingRoom/view/201197,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7672+image+composited+from+sliced+scans.jpg,1,,139-140,1,1,full,Motherhood: Madonna and child,couch; book,Mary; Jesus Christ; angel; Michael; Gabriel,,,Michael; Mary; Gabriel,,,,2000,1,EMML (HMML) 7672,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7672",https://w3id.org/vhmml/readingRoom/view/201197,7011
899,914,FALSE,TRUE,,225,227,1,https://w3id.org/vhmml/readingRoom/view/201705,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8978/T_EMML_8978_0010a.jpeg,1,5v,10a,1,1,bottom,Motherhood: Madonna and child,couch; sword; scabbard,Mary; Jesus Christ; angel; Michael; Gabriel,,,,Unfinished,,,2000,1,EMML (HMML) 8978,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8978",https://w3id.org/vhmml/readingRoom/view/201705,7011
900,915,FALSE,TRUE,,225,227,1,https://betamasaheft.eu/manuscripts/ESfbm001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+FBM-001/ESP+(UH)+FBM-001_04a.jpg,1,3v,4a,1,1,full,Motherhood: Madonna and child,throne,Mary; Jesus Christ,,,Icon of our Lady Mary with her beloved Son,,,,1000,1,ESP (UH) FBM-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. FBM-001",https://betamasaheft.eu/manuscripts/ESfbm001/viewer,7011
901,916,FALSE,TRUE,,225,227,1,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/Chester+Beatty+Library/CBL+951/CBL951_fvv.jpg,1,v v,7a,1,1,full,Motherhood: Madonna and child,couch; sword; book; handkerchief,Mary; Jesus Christ; Michael; Gabriel; angel,,,Michael; With her beloved Son; Gabriel,,,,2000,1,C-Dublin (CBL) 951,"Chester Beatty Library, [Ethiopic Collection], Manuscript No. 951",,7011
902,917,FALSE,,,58,59,2,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_654_f001v,,,1,1v,,1,1,left,Crucifixion: Mary at the cross,sun; moon; stars; nail; blood; cross; crown; thorns; sign; skull; bones,Mary; Jesus Christ;John; patron,,,Icon of the Crucifixion,,,,3000,1,BOr (BL) 654,"British Library, ""Orient"" Collection, Manuscript No. 654",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_654_f001r,7027
903,918,FALSE,TRUE,,225,227,2,http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_654_f002r,,https://ethiopic-manuscripts.s3.amazonaws.com/British+Library/BOr+654/BOr654_f002r.jpg,1,2r,,1,1,full,Motherhood: Madonna and child,couch; curtain; handkerchief; book; sword; jewelry,Mary; Jesus Christ; Michael; Gabriel; angel,,,Michael; With her beloved Son; Gabriel,,,,1100,2,BOr (BL) 654,"British Library, ""Orient"" Collection, Manuscript No. 654",http://www.bl.uk/manuscripts/Viewer.aspx?ref=or_654_f001r,7011
904,919,FALSE,TRUE,,225,227,45,https://repository.library.brown.edu/studio/item/bdr:957473/,"https://repository.library.brown.edu/iiif/image/bdr:957687/full/,800/0/default.jpg",,1,10v,23,1,1,bottom,Motherhood: Madonna and child,couch; curtain; handkerchief; book; jewelry,Mary; Jesus Christ; Michael; Gabriel; angel,,,,,,,1000,1,DL-E (Brown) 14,"Brown University, Ethiopic Collection, Manuscript No. 14",https://repository.library.brown.edu/studio/item/bdr:957504/,7011
905,920,FALSE,,,225,227,3,Images not publicly available as of September 2022,,,1,244r,251b,1,1,full,Motherhood: Madonna and child,couch; curtain; book; necklace; sword,Mary; Jesus Christ; Michael; Gabriel; angel; patron,,,,,,,3000,1,EMIP (EMIP) 761,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 761",,7011
906,921,FALSE,TRUE,,225,227,1,Images not publicly available as of September 2022,,https://ethiopic-manuscripts.s3.amazonaws.com/EMIP/EMIP+832/EMIP832_7a.jpg,1,v v,7a,1,1,full,Motherhood: Madonna and child,couch; curtain; handkerchief; book; jewelry; sword,Mary; Jesus Christ; Michael; Gabriel; angel,,,,,,,1100,1,EMIP (EMIP) 832,"Ethiopian Manuscript Imaging Project, HMML Project ID EMIP, Manuscript No. 832",,7011
907,922,FALSE,,,15,15,45,https://repository.library.brown.edu/studio/item/bdr:957504/,https://repository.library.brown.edu/iiif/image/bdr:957593/full/full/0/default.jpg,,1,48v,117,1,1,bottom,Holy Family: Flight to Egypt,donkey; reins; walking stick; water container; table; mesob; dove; bird; jewelry,Mary; Jesus Christ; Joseph; Salome; Holy Spirit,,,,,,,1100,23,DL-E (Brown) 14,"Brown University, Ethiopic Collection, Manuscript No. 14",https://repository.library.brown.edu/studio/item/bdr:957504/,7013
908,923,FALSE,,,58,59,45,https://repository.library.brown.edu/studio/item/bdr:957504/,https://repository.library.brown.edu/iiif/image/bdr:957484/full/full/0/default.jpg,,1,92r,226,1,1,full,Crucifixion: Mary at the cross,sun; moon; stars; cross; sign; jewelry; skull; nails; blood,Mary; Jesus Christ; John,,,,,,,999,43,DL-E (Brown) 14,"Brown University, Ethiopic Collection, Manuscript No. 14",https://repository.library.brown.edu/studio/item/bdr:957504/,7027
909,924,FALSE,TRUE,,225,227,1,https://w3id.org/vhmml/readingRoom/view/202517,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+683/EMML_683_107.jpg,1,59v,107,1,1,bottom,Motherhood: Madonna and child,couch; curtain; handkerchief; book,Mary; Jesus Christ; angel; Michael; Gabriel,,,Michael; With her beloved Son; Gabriel,,,,2000,1,EMML (HMML) 683,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 683",https://w3id.org/vhmml/readingRoom/view/202517,7011
910,925,FALSE,,,225,227,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_094b.jpg,1,89r,94b,1,1,top-left,Motherhood: Madonna and child,sword; handkerchief,Mary; Jesus Christ; angel; Michael; Gabriel,,,Michael; With her beloved Son; Gabriel,,,,2000,3,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7011
911,926,FALSE,,,30,31,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_094b.jpg,2,89r,94b,1,1,top-right,Annunciation: St Gabriel appears to Mary sewing or spinning,string; thread; flower; plant; dove; bird,Mary; Gabriel; angel; Holy Spirit,,,Gabriel announced the good news to Mary; The Holy Spirit descended in the form of a dove,,,,2000,2,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7008
912,927,FALSE,,,58,59,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_094b.jpg,3,89r,94b,1,1,bottom-left,Crucifixion: Mary at the cross,cross; blood; hat,Mary; Jesus Christ; John; thief,,,Icon of the Crucifixion; Mary weeping; Legionnaire; The one on the right; The one of the left; John,,,,2000,4,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7027
913,928,FALSE,FALSE,,3,3,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_094b.jpg,4,89r,94b,1,1,bottom-right,Crucifixion: Mary prepares the body of Jesus for burial,shroud; grave,Mary; Jesus Christ; Joseph; Nicodemus; Mary who perfumes,,,Mary Magdalene; Mary who annointed him; Joseph and Nicodemus prepare Jesus for burial,,,,2000,1,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7029
914,929,FALSE,TRUE,,225,227,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_096.jpg,1,90v,96,1,1,top-center,Motherhood: Madonna and child,sword; book; handkerchief; scabbard; couch; necklace; head covering,Mary; Jesus Christ; angel; Michael; Gabriel,,,Saint Michael; With her beloved Son; Gabriel; Tewodros,,,,2000,5,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7011
915,930,FALSE,,,30,31,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_097.jpg,1,91r,97,1,1,top-left,Annunciation: St Gabriel appears to Mary sewing or spinning,string; thread; flower; plant; dove; bird; throne; heavenly clouds,Mary; Gabriel; angel; Holy Spirit,,,Gabriel announced the good news to Mary,,,,2000,7,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7008
916,931,FALSE,,,58,59,7,https://w3id.org/vhmml/readingRoom/view/204824,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+2999/EMML_2999_097.jpg,2,91r,97,1,1,top-right,Crucifixion: Mary at the cross,cross; blood; nail; crown; thorns,Mary; Jesus Christ; John,,,Icon of the Crucifixion; The one on the right; The one of the left,,,,2000,6,EMML (HMML) 2999,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 2999",https://w3id.org/vhmml/readingRoom/view/204824,7027
917,932,FALSE,TRUE,,225,227,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_015b.jpg,1,12r,15b,1,1,full,Motherhood: Madonna and child,couch; curtain; handkerchief; book; jewelry,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,1,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,7011
918,933,FALSE,,,29,29,42,https://w3id.org/vhmml/readingRoom/view/201133,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+7606/EMML+7606_037b.jpg,1,33r,37,1,1,full,Dormition: Mary receives the Covenant of Mercy from Jesus,,Mary; Jesus Christ; angel,,,,,,,2000,2,EMML (HMML) 7606,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 7606",https://w3id.org/vhmml/readingRoom/view/201133,7045
919,934,FALSE,TRUE,,225,227,1,https://w3id.org/vhmml/readingRoom/view/201471,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8625/T_EMML_8625_0063b.jpeg,1,59r,63b,1,1,full,Motherhood: Madonna and child,couch; sword; jewelry,Mary; Jesus Christ; angel; Michael; Gabriel,,,,,,,2000,1,EMML (HMML) 8625,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8625",https://w3id.org/vhmml/readingRoom/view/201471,7011
920,935,FALSE,TRUE,,225,227,1,https://w3id.org/vhmml/readingRoom/view/201475,,https://ethiopic-manuscripts.s3.amazonaws.com/EMML+Mss/EMML+8629/T_EMML_8629_0017.jpg,1,8v,17,1,1,full,Motherhood: Madonna and child,couch; curtain; sword; scabbard; book; handkerchief,Mary; Jesus Christ; angel; Michael; Gabriel,,,Saint Michael; Saint Gabriel,,,,2000,1,EMML (HMML) 8629,"Ethiopian Manuscript Microfilm Library, HMML Project ID EMML, Manuscript No. 8629",https://w3id.org/vhmml/readingRoom/view/201475,7011
921,936,FALSE,,,8,8,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_002b.jpg,1,2r,2b,1,1,full,Resurrection: Mary prays at Golgotha,Golgotha; sword; spear; shield; hat,Mary; Jesus Christ,,,How our Lady Mary prayed at Golgotha; Guardian; Guardian; Guardian; Guardian; Shield and Spears; How our Lord visited our Lady Mary while she prayed at Golgotha,,,,1000,1,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7032
922,937,FALSE,,,20,20,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_003a.jpg,1,2v,3a,1,1,full,Ascension: Mary surrounded by angels and the apostles,,Mary; angel; disciple,,,How the angels brought our Lady Mary up from Golgotha into heaven; How the souls of the saints along with Abraham and Isaac and Jacob bowed to our Lady,,,,1000,2,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7036
923,938,FALSE,,,29,29,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_004b.jpg,1,4r,4b,1,1,full,Dormition: Mary receives the Covenant of Mercy from Jesus,building; church; throne; crown; harp,Mary; Jesus Christ; angel; disciple; David,,,"How our Lord brought up our Lady Mary and grasped her hand and set her and gave her the covenant; While David her ancestor said 'Listen, my daughter, and see and incline your ear. Forget your people and the house of your Father'; King David; Congregation of Prophets",,,,1000,3,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7045
924,939,TRUE,,,8,8,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_005b.jpg,1,5r,5b,1,1,full,Dormition: Angels show Mary the fires of Sheol and the souls within,hell; hellfire; fire; flame,Mary; angel,,,How the angels showed our Lady Mary the fires of Sheol and the sinful souls who were inside; Those of Sheol,,,,1000,4,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7043
925,940,FALSE,,,8,8,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_006b.jpg,1,6r,6b,1,1,full,Dormition: Mary prays for those in Sheol,building,Mary; angel,,,Concerning how our Lady Mary was grieving and troubled concerning the sinful ones ; How our Lady Mary prayed entering into the enclosure of Golgotha after they showed her Sheol and the darkness,,,,1000,5,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7044
926,941,TRUE,,,29,29,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_007b.jpg,1,7r,7b,1,1,full,Dormition: Mary receives the Covenant of Mercy from Jesus,,Mary; Jesus Christ; angel,,,How our Lord came down with a thousand angels while our Lady Mary was praying in Golgotha on the 17th of Yäkatit and he gave her the covenant of mercy,,,,1000,6,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7045
927,942,FALSE,,,30,31,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_008b.jpg,1,8r,8b,1,1,full,Annunciation: St Gabriel appears to Mary sewing or spinning,stool; bookstand; thread; string; heavenly clouds; bird; dove,Mary; Gabriel; angel; Holy Spirit,,,How the angel Gabriel announced the good news to our Lady Mary,,,,1000,7,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7008
928,943,FALSE,,,15,15,48,https://betamasaheft.eu/manuscripts/ESdd001/viewer,,https://ethiopic-manuscripts.s3.amazonaws.com/ESP+(UH)/ESP+(UH)+DD-001/ESP+(UH)+DD-001_009b.jpg,1,9r,9b,1,1,full,"Nativity: Mary, Joseph, Jesus in manger",bed; manger; cow; horse; donkey,Mary; Jesus Christ; Joseph; Salome; angel,,,,,,,1000,8,ESP (UH) DD-001,"Ethio-SPaRe Project, [Ethiopic Collection], Manuscript No. DD-001",https://betamasaheft.eu/manuscripts/ESdd001/viewer,7010
